position,minute_in,last15_sprints,last15_hsr,last15_distance,last15_mean_max_speed,last15_peak_speed,last15_shots,last15_shots_on_target,last15_shots_under_press,last15_shots_top_third,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,last15_received_passes,cumul_received_passes,last15_action_accuracy,cumul_action_accuracy,last15_average_angle,cumul_average_angle,last15_sprint_dist,cumul_sprint_dist,last15_sprint_ratio,last15_fatigue,scored_after
D,0,1,3,62.27,6.83,8.0,0,0,0,0,3,10,172.47,6.741,8.8,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,15.941433962264153,63.92701148607368,0.2519588108465964,0.3589669683518764,0
D,0,0,1,5.21,5.75,5.75,0,0,0,0,5,10,181.52,6.957,9.49,0,0,0,0,0.0,0.0,1.0,0.875,14.671362106050474,16.47566915284213,0.0,77.93954715158098,0.0,0.028544817006355465,0
M,0,1,6,96.35,6.516,7.68,1,0,1,1,4,21,360.33,6.506,8.01,2,0,2,2,0.0,0.0,0.5,0.4,1.6423148335289355,-4.305530969892387,14.549472000000002,80.50278242735044,0.14945528505392913,0.266653751418371,0
A,0,2,6,91.51,6.846,8.12,1,0,1,1,4,19,258.09,6.593,8.12,2,0,2,2,1.0,2.0,0.8,0.5263157894736842,-10.861813816833129,-0.9312930667123314,29.53420192307692,52.619663256410256,0.31925415547591524,0.35319773051835274,0
A,0,1,6,96.63,6.513,8.63,0,0,0,0,2,15,294.81,6.639,8.68,1,0,1,1,1.0,6.0,0.4,0.36363636363636365,34.26898228111772,-27.64388412936379,31.54558775510204,83.87646275510204,0.32311367156716214,0.3266623846387884,1
M,0,1,4,86.49,6.974,8.38,0,0,0,0,10,31,607.85,6.922,9.31,0,0,0,0,0.0,0.0,0.6666666666666666,0.5333333333333333,-15.562665598720177,-1.7066612282386906,23.91146153846153,215.71572727510883,0.2733050810202484,0.14205469327420545,0
M,0,1,7,112.14,6.479,8.03,0,0,0,0,3,18,289.12,6.597,9.1,0,0,0,0,0.0,0.0,1.0,0.6470588235294118,9.174359330626821,-15.04078679877697,11.3664,69.20482329380765,0.10046314300866184,0.38652971184337515,0
M,0,2,14,237.29,6.459,7.19,2,1,0,2,8,30,512.15,6.635,8.16,2,1,0,2,1.0,6.0,1.0,0.45454545454545453,-24.363052950670166,22.976314732027937,13.038046153846155,108.3794647637958,0.05471503694593208,0.46241839618045405,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,8.38,5.74,5.74,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
M,0,1,9,169.15,6.551,7.65,0,0,0,0,4,29,451.62,6.592,9.07,1,1,1,1,1.0,2.0,0.75,0.7857142857142857,1.5055225364358549,2.198629251955581,18.18193548387097,66.3760622174617,0.1068582749566322,0.37371304847333303,0
M,0,4,8,123.84,6.927,7.75,0,0,0,0,9,28,437.48,6.719,8.47,0,0,0,0,3.0,7.0,0.625,0.7619047619047619,-20.21480416848358,-9.440540261920578,53.51003190588012,163.33222339940266,0.4286289002393473,0.2824302134646962,0
M,0,0,7,114.86,6.341,7.21,2,0,2,2,3,26,354.65,6.475,7.92,2,0,2,2,3.0,4.0,1.0,0.45454545454545453,-21.40384596549255,-30.529430935315098,0.0,36.27759312533052,0.0,0.3229579642907353,0
D,0,1,6,83.33,6.544,7.13,0,0,0,0,4,18,272.96,6.575,7.75,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,2.5145253403587047,11.895181395348835,54.43076676480696,0.1410551570656805,0.30416849175062055,0
D,0,0,4,57.21,6.202,6.27,0,0,0,0,2,11,217.26,6.598,8.64,0,0,0,0,1.0,2.0,0.75,0.625,35.78651791284208,33.68865232244123,0.0,63.28352385719052,0.0,0.2621185741775864,0
M,0,3,5,110.48,7.264,8.72,0,0,0,0,10,25,482.11,7.024,9.19,0,0,0,0,3.0,6.0,0.8,0.56,-19.31015742596944,-14.734531495435865,53.988211316211874,173.43136603292638,0.4842860720865794,0.22868497857630768,0
A,0,1,8,108.4,6.663,7.83,2,0,2,2,7,27,402.63,6.723,9.07,2,0,2,2,1.0,5.0,0.5,0.55,-19.100745343295024,-9.989165948168647,14.194783333333332,103.3121276874314,0.12975121876904325,0.268562792656641,0
A,0,3,8,165.95,6.768,9.0,0,0,0,0,5,22,368.07,6.649,9.0,0,0,0,0,1.0,3.0,1.0,0.6666666666666666,64.01756653322929,27.17523257140218,78.67698219641993,99.38267185159233,0.47126074990368333,0.4496436990272848,0
D,0,2,5,72.44,6.821,7.6,0,0,0,0,5,18,312.79,6.78,8.44,0,0,0,0,2.0,5.0,0.3333333333333333,0.4,84.9602294219007,11.21363616053862,20.413249417249418,82.41943361893009,0.27795818923269905,0.23085503043436692,0
A,0,1,6,92.94,6.659,8.97,0,0,0,0,11,26,462.32,7.048,9.89,1,1,1,1,3.0,9.0,0.5,0.391304347826087,9.491467097854718,-16.45938349718789,23.099211267605625,184.77574276868216,0.24589324321487785,0.2005957005957006,1
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,7.01,6.01,6.01,0,0,0,0,0.0,0.0,0.0,0.8333333333333334,0.0,-20.212300876301207,0.0,0.0,0.0,0.0,0
D,0,2,10,134.88,6.613,8.41,0,0,0,0,8,24,347.16,6.82,8.41,0,0,0,0,2.0,5.0,0.0,0.631578947368421,0.0,21.258588797819563,31.94686984126984,102.68121618079239,0.23511090551420255,0.3874080882352941,0
D,0,2,8,118.73,6.625,7.78,0,0,0,0,3,19,279.04,6.471,8.26,1,0,0,1,0.0,0.0,0.0,0.38461538461538464,0.0,-14.909867150398906,34.517444430844556,52.65669866813269,0.28829403182865243,0.42397514640765604,0
D,0,2,5,112.75,6.847,8.41,0,0,0,0,5,15,285.22,6.778,8.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.223644687842274,96.15065617391595,0.28328478846454747,0.3939277478862413,0
D,0,2,9,151.6,7.008,8.82,0,0,0,0,7,19,333.13,6.979,9.49,0,0,0,0,0.0,0.0,0.0,0.875,0.0,16.47566915284213,47.7229390461997,125.66248619778068,0.31273223490301244,0.4537156196689911,0
M,0,1,4,65.86,6.582,7.62,0,0,0,0,5,25,426.18,6.518,8.01,2,0,2,2,2.0,5.0,1.0,0.5,47.16737754832601,12.852105202847078,16.303964285714287,96.80674671306471,0.24385229263706681,0.1541738845451566,0
A,0,1,6,70.98,6.553,8.35,0,0,0,0,5,25,329.08,6.583,8.35,2,0,2,2,0.0,0.0,0.4,0.5,66.15778629309973,5.777614869268875,21.42453333333333,74.04419658974359,0.29764564230804846,0.21503877847794475,0
A,0,1,9,118.53,6.429,7.33,0,0,0,0,3,24,413.34,6.561,8.68,1,0,1,1,2.0,8.0,0.25,0.34615384615384615,-76.76130835263785,-33.10137570972758,13.569683333333332,97.44614608843538,0.11352533534119745,0.28606941159434285,1
M,0,2,11,137.02,6.628,7.49,0,0,0,0,12,42,744.87,6.851,9.31,0,0,0,0,1.0,1.0,0.25,0.47368421052631576,-34.84349654068846,-5.388531818510888,33.59259657142857,249.3083238465374,0.24338933901918974,0.18370493517637124,0
M,0,1,6,77.22,6.477,7.2,0,0,0,0,4,24,366.34,6.567,9.1,0,0,0,0,1.0,4.0,1.0,0.6842105263157895,-6.112677637812475,-14.29677770202993,7.703871428571431,76.90869472237908,0.09848979070022285,0.2102139707083356,0
M,0,3,12,221.5,6.688,8.04,0,0,0,0,11,42,733.66,6.65,8.16,2,1,0,2,0.0,0.0,0.5,0.46153846153846156,-32.995138239084696,13.647739236842497,31.504493490937747,139.88395825473356,0.1415932291727539,0.3015000136117388,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,8.38,5.74,5.74,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
M,0,4,17,260.36,6.713,8.43,0,0,0,0,8,46,711.98,6.639,9.07,1,1,1,1,3.0,5.0,0.6666666666666666,0.75,37.734034504169955,9.813358948858662,88.16395554699659,154.5400177644583,0.3373276536080371,0.3651715335633538,0
M,0,1,8,121.25,6.592,7.98,0,0,0,0,10,36,558.73,6.694,8.47,0,0,0,0,1.0,8.0,0.5,0.7391304347826086,0.0,-9.440540261920578,18.67662580645161,182.0088492058543,0.15277403522659805,0.2166223000375181,0
M,0,1,8,124.32,6.488,8.08,0,0,0,0,4,34,478.97,6.478,8.08,2,0,2,2,3.0,7.0,0.6666666666666666,0.5,33.28289507286755,-12.297337790120057,23.89959493670885,60.17718806203937,0.19070854561689157,0.25901618851178193,0
D,0,1,1,20.34,6.8,7.53,0,0,0,0,5,19,293.3,6.594,7.75,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,2.5145253403587047,11.17745641025641,65.60822317506337,0.523779588109485,0.0691131498470948,0
D,0,1,4,43.51,6.814,7.75,0,0,0,0,3,15,260.78,6.658,8.64,0,0,0,0,2.0,4.0,1.0,0.7272727272727273,42.23377561069359,36.893073555535864,15.61452075471698,78.8980446119075,0.3508092733030101,0.1662082664833066,0
M,0,2,7,106.68,6.511,8.29,0,0,0,0,12,32,588.79,6.919,9.19,0,0,0,0,3.0,9.0,0.6,0.5666666666666667,-4.285758419248453,-12.775386543650725,27.466298287220027,200.89766432014642,0.25507334962128553,0.18087793960562237,0
A,0,4,15,220.02,6.822,9.22,1,1,1,1,11,42,622.65,6.758,9.22,3,1,3,3,2.0,7.0,0.5,0.5416666666666666,16.769652561828483,-5.872424638938321,61.70496570099668,165.01709338842807,0.2791827241923657,0.3527940351158503,0
A,0,1,6,100.87,6.591,7.99,0,0,0,0,6,28,468.94,6.637,9.0,0,0,0,0,1.0,4.0,0.5,0.5833333333333334,-32.675977527969955,-2.750372478283886,18.064226666666663,117.44689851825902,0.17732626550178326,0.21464442269225859,0
D,0,0,2,23.8,6.375,6.8,0,0,0,0,5,20,336.59,6.748,8.44,0,0,0,0,1.0,6.0,1.0,0.45454545454545453,71.36101086123139,26.250479835711815,0.0,82.41943361893009,0.0,0.07049971859356025,0
A,0,7,11,246.71,7.247,8.2,2,1,2,2,18,37,709.03,7.113,9.89,3,2,3,3,1.0,10.0,0.5,0.4074074074074074,0.0,-16.45938349718789,107.25161838086834,292.02736114955053,0.43297250163848183,0.3474641916538738,0
G,0,1,2,43.75,7.107,7.46,0,0,0,0,1,3,50.76,6.832,7.46,0,0,0,0,0.0,0.0,1.0,0.8571428571428571,-20.11244214762281,-20.195657754854807,18.5086125,18.5086125,0.41360027932960897,0.8452472952086554,0
D,0,2,6,64.96,6.606,7.78,0,0,0,0,10,30,412.12,6.777,8.41,0,0,0,0,0.0,0.0,0.6,0.625,51.20107612567366,27.674836082359725,21.32651117647059,124.00772735726298,0.32332491171119754,0.15724244771494963,0
D,0,3,8,115.39,6.821,7.89,0,0,0,0,6,27,394.43,6.588,8.26,1,0,0,1,0.0,0.0,0.25,0.35294117647058826,-33.54269963601187,-18.0153392313344,32.176682228739,84.83338089687169,0.2764557284022596,0.2918089168753003,0
D,0,0,1,8.79,5.93,5.93,0,0,0,0,5,16,294.01,6.738,8.8,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,96.15065617391595,0.0,0.029795600149147485,0
D,0,1,2,38.65,6.56,7.49,0,0,0,0,8,21,371.78,6.936,9.49,0,0,0,0,0.0,0.0,1.0,0.8888888888888888,85.15381092581354,25.060436874463555,11.11665641025641,136.7791426080371,0.28036964464707215,0.10368045496003005,0
M,0,0,0,0.0,0.0,0.0,0,0,0,0,5,25,426.18,6.518,8.01,2,0,2,2,1.0,6.0,0.5,0.5,-36.12925578997553,7.953969103564816,0.0,96.80674671306471,0.0,0.0,0
M,1,0,3,52.08,6.923,7.0,0,0,0,0,0,3,52.08,6.923,7.0,0,0,0,0,1.0,1.0,1.0,1.0,32.76906952738199,32.76906952738199,0.0,0.0,0.0,0.9811605124340618,0
M,1,1,7,62.86,6.459,7.18,1,1,1,1,1,7,62.86,6.459,7.18,1,1,1,1,0.0,0.0,1.0,1.0,44.4900312428552,44.4900312428552,7.691142857142857,7.691142857142857,0.12043756431479576,0.9843407453805199,1
A,0,0,2,21.6,5.935,6.03,2,1,2,2,3,26,434.94,6.518,8.68,3,1,3,3,2.0,10.0,0.0,0.3333333333333333,0.0,-33.10137570972758,0.0,97.44614608843538,0.0,0.04954810294994724,0
M,0,0,2,17.48,6.0,6.08,0,0,0,0,4,26,383.82,6.529,9.1,0,0,0,0,3.0,7.0,1.0,0.7272727272727273,22.010933374738244,-7.035235486676296,0.0,76.90869472237908,0.0,0.045423834520035344,0
A,1,0,5,78.97,6.408,6.93,0,0,0,0,0,5,78.97,6.408,6.93,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874953107415281,1
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,8.38,5.74,5.74,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
M,0,3,5,96.82,7.006,8.39,0,0,0,0,11,51,808.8,6.686,9.07,1,1,1,1,2.0,7.0,1.0,0.7619047619047619,83.78436410029738,14.74475929228791,47.486927037167035,202.02694480162532,0.48545212673448207,0.11956038528031612,0
M,0,0,3,55.72,6.93,7.11,0,0,0,0,10,39,614.45,6.709,8.47,0,0,0,0,1.0,9.0,0.0,0.7083333333333334,0.0,-9.440540261920578,0.0,182.0088492058543,0.0,0.09053538061580955,0
M,0,0,3,87.02,6.337,7.04,1,1,1,1,4,37,565.98,6.468,8.08,3,1,3,3,2.0,9.0,1.0,0.5333333333333333,22.44285611842773,-7.9548135515515845,0.0,60.17718806203937,0.0,0.15347984055874986,0
D,0,1,2,25.15,6.727,7.25,0,0,0,0,6,21,318.45,6.609,7.75,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,2.5145253403587047,9.491188235294116,75.09941141035749,0.36295174895962207,0.07872906558146815,0
D,0,0,1,9.09,6.22,6.22,0,0,0,0,3,16,269.87,6.635,8.64,0,0,0,0,1.0,5.0,0.5,0.6923076923076923,38.6528844482679,37.08860809917276,0.0,78.8980446119075,0.0,0.03355853361391073,0
M,0,1,5,106.72,6.617,8.1,0,0,0,0,13,37,695.51,6.883,9.19,0,0,0,0,1.0,10.0,1.0,0.5806451612903226,-57.05187664181414,-15.37988596118975,20.102727272727275,221.00039159287368,0.1866201937683557,0.15322105928127377,0
M,1,1,2,24.61,7.083,7.26,0,0,0,0,1,2,24.61,7.083,7.26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.8989375,8.8989375,0.34747901210464666,0.9609527528309254,0
A,0,0,5,48.78,6.168,6.96,1,0,1,1,11,47,671.43,6.707,9.22,4,1,4,4,3.0,10.0,0.4,0.5172413793103449,65.67518316304064,-0.7618812245112504,0.0,165.01709338842807,0.0,0.07254286691551538,0
A,0,2,7,88.75,6.706,7.37,0,0,0,0,8,35,557.69,6.651,9.0,0,0,0,0,0.0,0.0,0.0,0.5384615384615384,0.0,-2.750372478283886,27.474799319148936,144.92169783740795,0.3061258977063948,0.15885374715853154,0
D,0,0,2,29.14,6.425,7.02,0,0,0,0,5,22,365.74,6.724,8.44,0,0,0,0,0.0,0.0,1.0,0.5,-64.62488395006032,8.075407078557387,0.0,82.41943361893009,0.0,0.07945683590554617,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,1,3,50.76,6.832,7.46,0,0,0,0,0.0,0.0,1.0,0.875,-51.230670746571086,-24.629231039385704,0.0,18.5086125,0.0,0.0,0
D,0,1,3,39.0,6.768,7.98,0,0,0,0,11,33,451.12,6.776,8.41,0,0,0,0,1.0,6.0,0.5,0.6071428571428571,-15.782965070602849,24.777649338828887,23.596412439024395,147.60413979628737,0.5899103109756099,0.08626028488012032,0
D,0,1,6,85.7,6.694,7.27,0,0,0,0,7,33,480.13,6.606,8.26,1,0,0,1,2.0,2.0,0.5,0.391304347826087,-25.058579390956652,-20.363085951208486,37.58457798334875,122.41795888022043,0.43350147616319207,0.17812233699831648,0
D,0,1,2,40.47,6.957,8.44,0,0,0,0,6,18,334.48,6.765,8.8,0,0,0,0,0.0,0.0,1.0,0.5,-0.29925925500773687,-0.29925925500773687,17.81075087719298,113.96140705110892,0.4294851911548826,0.12063312268987718,0
D,0,1,2,32.56,6.637,8.2,0,0,0,0,9,23,404.33,6.907,9.49,0,0,0,0,4.0,4.0,1.0,0.9090909090909091,-16.137805972883967,16.82078830499405,14.644416666666666,151.42355927470376,0.4363652165276122,0.08032960797374979,0
M,0,0,4,50.01,6.09,6.53,0,0,0,0,5,29,476.19,6.468,8.01,2,0,2,2,5.0,11.0,0.3333333333333333,0.4782608695652174,11.22681877286252,8.251500891682788,0.0,96.80674671306471,0.0,0.1048010226534504,0
M,1,2,6,110.47,7.058,9.17,0,0,0,0,2,9,162.55,7.021,9.17,0,0,0,0,0.0,0.0,0.5,0.6666666666666666,83.06976318224166,57.91941635481182,97.70392855345912,97.70392855345912,0.8765042482592547,0.6754509324365637,0
M,1,4,9,157.65,6.988,7.92,0,0,0,0,5,16,220.52,6.787,7.92,1,1,1,1,2.0,2.0,0.6666666666666666,0.75,-38.15343359430506,3.1682988242750696,71.94115855908545,79.6323014162283,0.4534582953613958,0.7116738894907909,1
A,0,1,6,85.17,6.526,7.14,1,0,1,1,4,32,520.11,6.52,8.68,4,1,4,4,2.0,12.0,0.4,0.34375,-20.906613584555547,-31.881899497210373,25.562223502304143,123.00836959073952,0.2966487582952784,0.16343958089462876,0
M,0,1,6,73.14,6.421,7.31,0,0,0,0,5,32,456.96,6.509,9.1,0,0,0,0,1.0,8.0,1.0,0.75,-40.45034211273361,-10.966424501506568,19.722219677419353,96.63091439979843,0.2660132138848038,0.15970827146475675,0
A,1,3,8,180.25,7.002,9.38,1,1,1,1,3,13,259.21,6.816,9.38,1,1,1,1,1.0,1.0,0.5,0.5,-59.80874580984624,-59.80874580984624,76.52657914653786,76.52657914653786,0.4222156090843468,0.6927097344452559,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,8.38,5.74,5.74,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
M,0,3,8,165.78,6.938,8.2,0,0,0,0,14,59,974.58,6.724,9.07,1,1,1,1,0.0,0.0,0.0,0.64,0.0,14.74475929228791,60.05123600543479,262.0781808070601,0.36006257348264054,0.16992968285532709,0
M,0,0,7,122.56,6.317,6.71,1,0,0,1,4,44,688.54,6.446,8.08,4,1,3,4,0.0,0.0,0.0,0.4444444444444444,0.0,-7.9548135515515845,15.195880000000002,75.37306806203938,0.12298381353188736,0.1777416828610378,0
D,0,1,4,64.89,6.84,7.12,0,0,0,0,7,25,383.34,6.645,7.75,0,0,0,0,0.0,0.0,1.0,0.7142857142857143,-58.77289877709662,-9.742959483132362,29.634598032786887,104.73400944314437,0.44975865886761096,0.1688348857782172,0
D,0,2,5,82.32,7.009,8.94,0,0,0,0,5,21,352.18,6.736,8.94,0,0,0,0,1.0,6.0,0.0,0.5,0.0,37.08860809917276,38.09531121951219,116.99335583141968,0.45721688933644017,0.2330822809898635,0
M,1,1,9,126.2,6.347,8.11,0,0,0,0,2,11,150.81,6.517,8.11,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,33.25965872235873,42.15859622235873,0.2614753044210592,0.8313022857519268,0
A,1,0,2,23.87,6.195,6.74,0,0,0,0,0,2,23.87,6.195,6.74,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.912777777777777,9.912777777777777,0.39858374659339674,0.9597909127462807,1
A,0,0,8,68.1,6.079,7.09,0,0,0,0,8,43,625.79,6.561,9.0,0,0,0,0,1.0,5.0,0.0,0.4666666666666667,0.0,-2.750372478283886,27.87468131868132,172.79637915608927,0.40339625642085847,0.10864882975159144,0
D,0,2,7,116.06,6.816,8.35,0,0,0,0,7,29,481.8,6.747,8.44,0,0,0,0,1.0,7.0,0.0,0.42857142857142855,0.0,8.075407078557387,98.30586985675127,180.72530347568136,0.8397904481184971,0.2403893951946976,0
M,1,0,2,40.47,6.84,6.87,0,0,0,0,0,2,40.47,6.84,6.87,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.30179130434783,28.30179130434783,0.6824642224342375,0.9758861827827345,0
G,0,1,1,20.51,7.71,8.96,0,0,0,0,2,4,71.27,7.125,8.96,0,0,0,0,0.0,0.0,0.0,0.875,0.0,-24.629231039385704,14.385845454545452,32.89445795454545,0.6687980220616202,0.2837968728379688,0
D,0,3,8,126.23,6.96,9.16,1,1,0,1,10,41,606.36,6.683,9.16,2,1,0,2,2.0,4.0,1.0,0.44,-52.96841164983773,-26.291326987322893,30.29363403625601,152.71159291647643,0.23810134430760047,0.20783390410958905,0
D,0,1,7,75.92,6.503,7.33,0,0,0,0,7,25,410.4,6.699,8.8,0,0,0,0,1.0,3.0,1.0,0.6,61.24250245425083,20.21466131474512,7.801071428571429,121.76247847968035,0.10141798529084022,0.18454059309674284,0
M,0,1,3,44.14,7.03,8.14,1,0,1,1,6,32,520.33,6.527,8.14,3,0,3,3,6.0,17.0,0.8,0.5357142857142857,1.9751348212756987,6.577803272907564,20.158272727272728,116.96501944033744,0.44657228017883754,0.08466806053747146,0
M,1,5,9,188.68,6.861,9.12,0,0,0,0,7,18,351.23,6.931,9.17,0,0,0,0,7.0,8.0,0.2857142857142857,0.4,43.96528636941345,50.94235136211263,24.637554497354497,122.34148305081362,0.12989010173636914,0.5356727138517446,0
M,1,2,10,174.97,6.677,8.4,0,0,0,0,7,26,395.49,6.747,8.4,1,1,1,1,3.0,5.0,0.75,0.75,-45.425096922916325,-21.128399049320628,40.39124341085272,120.02354482708103,0.22953482645253576,0.44129738454942113,1
A,0,1,3,76.78,7.252,8.19,0,0,0,0,5,35,596.89,6.593,8.68,4,1,4,4,2.0,14.0,1.0,0.36363636363636365,-36.18865976190844,-32.273423157637474,0.0,123.00836959073952,0.0,0.1284182709193999,0
D,1,0,6,126.56,6.33,6.68,0,0,0,0,0,6,126.56,6.33,6.68,0,0,0,0,1.0,1.0,1.0,1.0,62.39383678793006,62.39383678793006,0.0,0.0,0.0,0.9921605518971465,0
M,0,4,9,217.86,6.97,8.22,1,1,0,1,9,41,674.82,6.629,9.1,1,1,0,1,7.0,15.0,1.0,0.7692307692307693,3.385263400394205,-9.455720511832801,65.1468953488372,161.77780974863563,0.2976646959190222,0.322363943061762,0
A,1,2,7,190.66,7.059,8.72,1,0,1,0,5,20,449.87,6.904,9.38,2,1,2,1,1.0,2.0,1.0,0.6666666666666666,14.250659161545988,-22.779043324150127,16.565192307692303,93.09177145423016,0.08643009656523168,0.4228713376361257,0
D,1,0,1,5.69,5.78,5.78,0,0,0,0,0,1,5.69,5.78,5.78,0,0,0,0,2.0,2.0,0.5,0.5,34.27364839557359,34.27364839557359,0.0,0.0,0.0,0.8505231689088192,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,8.38,5.74,5.74,0,0,0,0,0.0,0.0,0.5,0.5,6.663140312404049,6.663140312404049,0.0,0.0,0.0,0.0,0
D,0,0,5,68.34,6.66,7.11,0,0,0,0,5,26,420.53,6.724,8.94,0,0,0,0,0.0,0.0,0.0,0.5,0.0,37.08860809917276,0.0,116.99335583141968,0.0,0.16212369226389584,0
M,1,2,16,246.77,6.469,7.75,1,0,1,1,4,27,397.58,6.489,8.11,1,0,1,1,1.0,3.0,0.2222222222222222,0.15384615384615385,-17.575642643045974,-17.575642643045974,0.0,42.15859622235873,0.0,0.619122886246174,0
A,1,1,14,300.6,6.527,7.12,1,1,0,1,1,16,324.46,6.488,7.12,1,1,0,1,0.0,0.0,0.5,0.5,-4.703868326410728,-4.703868326410728,0.0,9.912777777777777,0.0,0.9236158053216986,0
D,1,3,7,168.81,7.11,8.96,0,0,0,0,3,7,168.81,7.11,8.96,0,0,0,0,1.0,1.0,0.6666666666666666,0.6666666666666666,-24.746851794275294,-24.746851794275294,77.2288098989899,77.2288098989899,0.45479541781396793,0.9941110653082857,0
D,0,2,6,130.41,6.945,8.41,0,0,0,0,9,35,612.2,6.783,8.44,0,0,0,0,0.0,0.0,1.0,0.4666666666666667,28.529254805423705,11.484381699701773,0.0,180.72530347568136,0.0,0.2126712328767123,0
D,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
M,1,2,11,237.18,6.712,8.25,0,0,0,0,2,13,277.65,6.729,8.25,0,0,0,0,0.0,0.0,0.4,0.4,-43.554241243781874,-43.554241243781874,27.430195555555557,55.73198685990339,0.11516582230059433,0.851175309528082,0
M,1,0,2,24.12,6.285,6.93,0,0,0,0,0,2,24.12,6.285,6.93,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9601910828025477,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
D,0,4,8,170.12,7.061,8.69,0,0,0,0,4,8,170.12,7.061,8.69,0,0,0,0,0.0,0.0,1.0,1.0,20.842118243322396,20.842118243322396,73.98145084175084,73.98145084175084,0.4323366692481933,0.9941561477325853,0
D,0,0,4,44.27,6.472,6.93,0,0,0,0,0,4,44.27,6.472,6.93,0,0,0,0,2.0,2.0,0.6666666666666666,0.6666666666666666,-32.77571229935473,-32.77571229935473,0.0,0.0,0.0,0.9779103158824829,0
D,0,0,4,35.54,5.985,6.23,0,0,0,0,0,4,35.54,5.985,6.23,0,0,0,0,1.0,1.0,0.5,0.5,57.36722189854536,57.36722189854536,0.0,0.0,0.0,0.9726327312534209,0
M,0,3,12,180.84,6.829,8.07,0,0,0,0,3,12,180.84,6.829,8.07,0,0,0,0,1.0,1.0,0.5384615384615384,0.5384615384615384,23.40592679449121,23.40592679449121,60.42223239412274,60.42223239412274,0.33228240427916156,0.9945006599208095,0
A,0,1,11,155.42,6.476,7.68,1,0,1,1,1,11,155.42,6.476,7.68,1,0,1,1,1.0,1.0,0.8,0.8,-44.52385866455743,-44.52385866455743,5.968761904761903,5.968761904761903,0.03815855967754701,0.9936069556322721,0
M,0,2,12,173.83,6.627,8.01,1,1,1,1,2,12,173.83,6.627,8.01,1,1,1,1,2.0,2.0,0.25,0.25,0.2058377432871518,0.2058377432871518,40.00964176245211,40.00964176245211,0.22884883465338962,0.9942801578676429,0
D,0,0,5,91.28,6.476,7.0,0,0,0,0,0,5,91.28,6.476,7.0,0,0,0,0,2.0,2.0,0.8333333333333334,0.8333333333333334,-18.055547306451587,-18.055547306451587,0.0,0.0,0.0,0.9891634156913741,0
A,0,4,14,203.72,6.907,8.06,0,0,0,0,4,14,203.72,6.907,8.06,0,0,0,0,1.0,1.0,1.0,1.0,7.078850333379946,7.078850333379946,55.73059490284621,55.73059490284621,0.2722283846368025,0.995115279406018,0
M,0,3,8,158.27,6.945,8.29,1,1,0,1,3,8,158.27,6.945,8.29,1,1,0,1,2.0,2.0,0.5714285714285714,0.5714285714285714,44.816924177426436,44.816924177426436,32.73723676452733,32.73723676452733,0.20554553126469097,0.9937213536761474,0
M,0,0,11,145.88,6.088,6.82,0,0,0,0,0,11,145.88,6.088,6.82,0,0,0,0,2.0,2.0,0.75,0.75,10.106623416535212,10.106623416535212,0.0,0.0,0.0,0.9931917211328976,0
G,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
